SESSIONID,CARPARKNUMBER,VEHICLETYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,EFFECTIVE_CHARGE,LOT_NUMBER,LABEL_TYPE
0PL81-L-00064-20211005200411,PL81,C,5/10/2021 20:04,5/10/2021 20:17,0,13,0,64,1
0PL81-E-00001-20211005200429,PL81,C,5/10/2021 20:04,5/10/2021 21:11,0,67,0,133,1
0PL81-E-00001-20211005200437,PL81,C,5/10/2021 20:04,5/10/2021 20:22,0,18,0,72,1
0PL81-E-00001-20211005200554,PL81,C,5/10/2021 20:05,6/10/2021 9:27,0,802,0,61,1
0PL81-E-00001-20211005200936,PL81,C,5/10/2021 20:09,6/10/2021 8:04,0,715,0,28,1
0PL81-E-00001-20211005200941,PL81,C,5/10/2021 20:09,5/10/2021 20:11,0,2,0,223,1
0PL81-E-00001-20211005200947,PL81,C,5/10/2021 20:09,6/10/2021 11:02,0,893,0,340,1
0PL81-E-00001-20211005201039,PL81,C,5/10/2021 20:10,6/10/2021 12:02,0,952,0,353,1
0PL81-L-00223-20211005201125,PL81,C,5/10/2021 20:11,6/10/2021 6:58,0,647,0,223,1
0PL81-E-00001-20211005201656,PL81,C,5/10/2021 20:16,9/10/2021 12:53,0,5317,0,360,1
0PL81-L-00064-20211005201731,PL81,C,5/10/2021 20:17,5/10/2021 20:17,0,0,0,64,1
0PL81-E-00001-20211005201748,PL81,C,5/10/2021 20:17,6/10/2021 7:33,0,676,0,172,1
0PL81-L-00064-20211005201810,PL81,C,5/10/2021 20:18,5/10/2021 20:18,0,0,0,64,1
0PL81-L-00064-20211005202119,PL81,C,5/10/2021 20:21,5/10/2021 20:43,0,22,0,64,1
0PL81-E-00001-20211005202122,PL81,C,5/10/2021 20:21,6/10/2021 9:41,0,800,0,166,1
0PL81-E-00001-20211005202126,PL81,C,5/10/2021 20:21,6/10/2021 8:23,0,722,0,278,1
0PL81-E-00001-20211005202218,PL81,C,5/10/2021 20:22,6/10/2021 8:00,0,698,0,152,1
0PL81-E-00001-20211005202304,PL81,C,5/10/2021 20:23,6/10/2021 11:42,0,919,0,276,1
0PL81-E-00001-20211005202517,PL81,C,5/10/2021 20:25,6/10/2021 9:47,0,802,0,13,1
0PL81-L-00069-20211005202655,PL81,C,5/10/2021 20:26,5/10/2021 21:48,0,82,0,69,1
0PL81-E-00001-20211005203018,PL81,C,5/10/2021 20:30,6/10/2021 6:54,0,624,0,142,1
0PL81-E-00001-20211005203029,PL81,C,5/10/2021 20:30,6/10/2021 8:39,0,729,0,431,1
0PL81-E-00001-20211005203256,PL81,C,5/10/2021 20:32,5/10/2021 22:47,0,135,0,49,1
0PL81-E-00001-20211005203630,PL81,C,5/10/2021 20:36,6/10/2021 9:19,0,763,0,77,1
0PL81-E-00001-20211005204105,PL81,C,5/10/2021 20:41,6/10/2021 8:24,0,703,0,187,1
0PL81-L-00003-20211005204204,PL81,C,5/10/2021 20:42,6/10/2021 10:10,0,808,0,3,1
0PL81-L-00062-20211005204340,PL81,C,5/10/2021 20:43,6/10/2021 8:35,0,712,0,62,1
0PL81-E-00001-20211005204402,PL81,C,5/10/2021 20:44,6/10/2021 5:14,0,510,0,345,1
0PL81-E-00001-20211005204458,PL81,C,5/10/2021 20:44,6/10/2021 8:11,0,687,0,59,1
0PL81-L-00064-20211005204531,PL81,C,5/10/2021 20:45,6/10/2021 5:11,0,506,0,64,1
0PL81-L-00147-20211005204559,PL81,C,5/10/2021 20:45,6/10/2021 11:23,0,878,0,147,1
0PL81-E-00001-20211005204840,PL81,C,5/10/2021 20:48,6/10/2021 18:51,0,1323,0,108,1
0PL81-E-00001-20211005204848,PL81,C,5/10/2021 20:48,6/10/2021 8:10,0,682,0,249,1
0PL81-E-00001-20211005204854,PL81,C,5/10/2021 20:48,6/10/2021 8:10,0,682,0,188,1
0PL81-E-00001-20211005204901,PL81,C,5/10/2021 20:49,6/10/2021 1:30,0,281,0,89,1
0PL81-L-00042-20211005204940,PL81,C,5/10/2021 20:49,6/10/2021 7:14,0,625,0,42,1
0PL81-L-00116-20211005205505,PL81,C,5/10/2021 20:55,6/10/2021 10:33,0,818,0,116,1
0PL81-L-00085-20211005205627,PL81,C,5/10/2021 20:56,6/10/2021 7:52,0,656,0,85,1
0PL81-E-00001-20211005205645,PL81,C,5/10/2021 20:56,6/10/2021 19:02,0,1326,0,155,1
0PL81-E-00001-20211005205852,PL81,C,5/10/2021 20:58,6/10/2021 9:00,0,722,0,157,1
0PL81-E-00001-20211005210304,PL81,C,5/10/2021 21:03,5/10/2021 23:09,0,126,0,112,1
0PL81-L-00141-20211005210559,PL81,C,5/10/2021 21:05,6/10/2021 12:07,0,902,0,141,1
0PL81-L-00140-20211005210559,PL81,C,5/10/2021 21:05,6/10/2021 7:52,0,647,0,140,1
0PL81-E-00001-20211005210615,PL81,C,5/10/2021 21:06,6/10/2021 8:59,0,713,0,111,1
0PL81-E-00001-20211005210625,PL81,C,5/10/2021 21:06,6/10/2021 6:47,0,581,0,174,1
0PL81-E-00001-20211005210722,PL81,C,5/10/2021 21:07,6/10/2021 8:01,0,654,0,261,1
0PL81-E-00001-20211005211218,PL81,C,5/10/2021 21:12,6/10/2021 6:56,0,584,0,130,1
0PL81-E-00001-20211005211312,PL81,C,5/10/2021 21:13,6/10/2021 9:33,0,740,0,277,1
0PL81-E-00001-20211005212105,PL81,C,5/10/2021 21:21,6/10/2021 9:23,0,722,0,94,1
0PL81-E-00001-20211005212314,PL81,C,5/10/2021 21:23,5/10/2021 21:23,0,0,0,125,1
0PL81-E-00001-20211005212319,PL81,C,5/10/2021 21:23,6/10/2021 7:02,0,579,0,168,1
0PL81-L-00125-20211005212521,PL81,C,5/10/2021 21:25,5/10/2021 21:29,0,4,0,125,1
0PL81-E-00001-20211005212958,PL81,C,5/10/2021 21:29,6/10/2021 8:19,0,650,0,18,1
0PL81-E-00001-20211005213004,PL81,C,5/10/2021 21:30,6/10/2021 6:11,0,521,0,83,1
0PL81-L-00125-20211005213104,PL81,C,5/10/2021 21:31,5/10/2021 21:34,0,3,0,125,1
0PL81-L-00051-20211005213105,PL81,C,5/10/2021 21:31,6/10/2021 4:14,0,403,0,51,1
0PL81-E-00001-20211005213152,PL81,C,5/10/2021 21:31,8/10/2021 11:38,0,3727,0,183,1
0PL81-E-00001-20211005213442,PL81,C,5/10/2021 21:34,5/10/2021 23:29,0,115,0,132,1
0PL81-E-00001-20211005213447,PL81,C,5/10/2021 21:34,6/10/2021 8:44,0,670,0,245,1
0PL81-L-00125-20211005213742,PL81,C,5/10/2021 21:37,5/10/2021 21:39,0,2,0,125,1
0PL81-L-00019-20211005213825,PL81,C,5/10/2021 21:38,5/10/2021 21:44,0,6,0,19,1
0PL81-E-00001-20211005213955,PL81,C,5/10/2021 21:39,6/10/2021 9:53,0,734,0,107,1
0PL81-L-00125-20211005214054,PL81,C,5/10/2021 21:40,6/10/2021 16:35,0,1135,0,125,1
0PL81-E-00001-20211005214449,PL81,C,5/10/2021 21:44,6/10/2021 8:00,0,616,0,471,1
0PL81-E-00001-20211005214456,PL81,C,5/10/2021 21:44,6/10/2021 11:40,0,836,0,53,1
0PL81-L-00019-20211005214710,PL81,C,5/10/2021 21:47,6/10/2021 10:37,0,770,0,19,1
0PL81-E-00001-20211005214853,PL81,C,5/10/2021 21:48,6/10/2021 11:40,0,832,0,170,1
0PL81-L-00069-20211005214903,PL81,C,5/10/2021 21:49,6/10/2021 2:12,0,263,0,69,1
0PL81-E-00001-20211005215916,PL81,C,5/10/2021 21:59,6/10/2021 17:39,0,1180,0,26,1
0PL81-E-00001-20211005220112,PL81,C,5/10/2021 22:01,6/10/2021 9:20,0,679,0,52,1
0PL81-E-00001-20211005220803,PL81,C,5/10/2021 22:08,6/10/2021 8:31,0,623,0,133,1
0PL81-L-00163-20211005221105,PL81,C,5/10/2021 22:11,5/10/2021 22:59,0,48,0,163,1
0PL81-E-00001-20211005221252,PL81,C,5/10/2021 22:12,6/10/2021 7:16,0,544,0,297,1
0PL81-E-00001-20211005221608,PL81,C,5/10/2021 22:16,5/10/2021 22:19,0,3,0,180,1
0PL81-L-00181-20211005221923,PL81,C,5/10/2021 22:19,6/10/2021 15:04,0,1005,0,181,1
0PL81-L-00256-20211005223350,PL81,C,5/10/2021 22:33,6/10/2021 7:25,0,532,0,256,1
0PL81-E-00001-20211005223848,PL81,C,5/10/2021 22:38,6/10/2021 0:22,0,104,0,71,1
0PL81-E-00001-20211005224116,PL81,C,5/10/2021 22:41,6/10/2021 6:32,0,471,0,117,1
0PL81-E-00001-20211005224534,PL81,C,5/10/2021 22:45,6/10/2021 7:45,0,540,0,171,1
0PL81-L-00100-20211005224541,PL81,C,5/10/2021 22:45,5/10/2021 22:46,0,1,0,100,1
0PL81-L-00049-20211005224712,PL81,C,5/10/2021 22:47,6/10/2021 8:50,0,603,0,49,1
0PL81-L-00048-20211005224712,PL81,C,5/10/2021 22:47,6/10/2021 16:07,0,1040,0,48,1
0PL81-E-00001-20211005224721,PL81,C,5/10/2021 22:47,6/10/2021 11:23,0,756,0,148,1
0PL81-E-00001-20211005225036,PL81,C,5/10/2021 22:50,5/10/2021 22:50,0,0,0,131,1
0PL81-E-00001-20211005225210,PL81,C,5/10/2021 22:52,6/10/2021 10:43,0,711,0,145,1
0PL81-L-00100-20211005225303,PL81,C,5/10/2021 22:53,5/10/2021 22:53,0,0,0,100,1
0PL81-L-00100-20211005225345,PL81,C,5/10/2021 22:53,6/10/2021 14:50,0,957,0,100,1
0PL81-E-00001-20211005225559,PL81,C,5/10/2021 22:55,5/10/2021 23:07,0,12,0,102,1
0PL81-L-00050-20211005225631,PL81,C,5/10/2021 22:56,6/10/2021 1:51,0,175,0,50,1
0PL81-L-00337-20211005225738,PL81,C,5/10/2021 22:57,5/10/2021 23:03,0,6,0,337,1
0PL81-E-00001-20211005225807,PL81,C,5/10/2021 22:58,6/10/2021 9:35,0,637,0,1,1
0PL81-L-00163-20211005230044,PL81,C,5/10/2021 23:00,5/10/2021 23:21,0,21,0,163,1
0PL81-E-00001-20211005230110,PL81,C,5/10/2021 23:01,6/10/2021 15:03,0,962,0,127,1
0PL81-E-00001-20211005230215,PL81,C,5/10/2021 23:02,6/10/2021 11:19,0,737,0,79,1
0PL81-L-00337-20211005230343,PL81,C,5/10/2021 23:03,6/10/2021 7:18,0,495,0,337,1
0PL81-E-00001-20211005230605,PL81,C,5/10/2021 23:06,6/10/2021 8:00,0,534,0,96,1
0PL81-L-00102-20211005230757,PL81,C,5/10/2021 23:07,6/10/2021 9:42,0,635,0,102,1
0PL81-E-00001-20211005231146,PL81,C,5/10/2021 23:11,6/10/2021 8:04,0,533,0,286,1
0PL81-E-00001-20211005232039,PL81,C,5/10/2021 23:20,6/10/2021 6:46,0,446,0,330,1
0PL81-E-00001-20211005232234,PL81,C,5/10/2021 23:22,5/10/2021 23:27,0,5,0,283,1
0PL81-L-00163-20211005232311,PL81,C,5/10/2021 23:23,6/10/2021 8:18,0,535,0,163,1
0PL81-E-00001-20211005232334,PL81,C,5/10/2021 23:23,6/10/2021 6:46,0,443,0,186,1
0PL81-E-00001-20211005232830,PL81,C,5/10/2021 23:28,6/10/2021 15:22,0,954,0,123,1
0PL81-L-00131-20211005232947,PL81,C,5/10/2021 23:29,6/10/2021 9:14,0,585,0,131,1
0PL81-L-00132-20211005232948,PL81,C,5/10/2021 23:29,6/10/2021 8:02,0,513,0,132,1
0PL81-E-00001-20211005233124,PL81,C,5/10/2021 23:31,6/10/2021 9:18,0,587,0,112,1
0PL81-E-00001-20211005233403,PL81,C,5/10/2021 23:34,6/10/2021 11:02,0,688,0,323,1
0PL81-E-00001-20211005234305,PL81,C,5/10/2021 23:43,6/10/2021 8:21,0,518,0,60,1
0PL81-E-00001-20211005234600,PL81,C,5/10/2021 23:46,6/10/2021 12:04,0,738,0,162,1
0PL81-E-00001-20211005234828,PL81,C,5/10/2021 23:48,6/10/2021 6:10,0,382,0,348,1
0PL81-E-00001-20211005235052,PL81,C,5/10/2021 23:50,6/10/2021 7:30,0,460,0,179,1
0PL81-L-00154-20211006000108,PL81,C,6/10/2021 0:01,6/10/2021 0:42,0,41,0,154,1
0PL81-E-00001-20211006001631,PL81,C,6/10/2021 0:16,6/10/2021 11:26,0,670,0,106,1
0PL81-L-00339-20211006001859,PL81,C,6/10/2021 0:18,6/10/2021 1:24,0,66,0,339,1
0PL81-E-00001-20211006002940,PL81,C,6/10/2021 0:29,7/10/2021 22:08,0,2739,0,347,1
0PL81-L-00020-20211006003929,PL81,C,6/10/2021 0:39,6/10/2021 9:13,0,514,0,20,1
0PL81-L-00154-20211006004257,PL81,C,6/10/2021 0:42,6/10/2021 1:17,0,35,0,154,1
0PL81-L-00154-20211006011835,PL81,C,6/10/2021 1:18,6/10/2021 6:32,0,314,0,154,1
0PL81-L-00339-20211006012539,PL81,C,6/10/2021 1:25,6/10/2021 1:28,0,3,0,339,1
0PL81-L-00339-20211006013150,PL81,C,6/10/2021 1:31,6/10/2021 1:34,0,3,0,339,1
0PL81-E-00001-20211006014515,PL81,C,6/10/2021 1:45,6/10/2021 14:22,0,757,0,273,1
0PL81-E-00001-20211006015056,PL81,C,6/10/2021 1:50,6/10/2021 2:14,0,24,0,333,1
0PL81-L-00050-20211006015139,PL81,C,6/10/2021 1:51,6/10/2021 6:37,0,286,0,50,1
0PL81-L-00343-20211006015221,PL81,C,6/10/2021 1:52,6/10/2021 7:44,0,352,0,343,1
0PL81-L-00342-20211006015222,PL81,C,6/10/2021 1:52,6/10/2021 2:06,0,14,0,342,1
0PL81-L-00069-20211006021330,PL81,C,6/10/2021 2:13,6/10/2021 2:16,0,3,0,69,1
0PL81-L-00069-20211006021656,PL81,C,6/10/2021 2:16,6/10/2021 2:42,0,26,0,69,1
0PL81-E-00001-20211006023202,PL81,C,6/10/2021 2:32,6/10/2021 8:55,0,383,0,333,1
0PL81-L-00069-20211006024305,PL81,C,6/10/2021 2:43,6/10/2021 2:56,0,13,0,69,1
0PL81-E-00001-20211006025624,PL81,C,6/10/2021 2:56,6/10/2021 11:42,0,526,0,271,1
0PL81-L-00069-20211006025712,PL81,C,6/10/2021 2:57,6/10/2021 5:09,0,132,0,69,1
0PL81-E-00001-20211006030936,PL81,C,6/10/2021 3:09,6/10/2021 7:06,0,237,0,161,1
0PL81-L-00072-20211006032428,PL81,C,6/10/2021 3:24,6/10/2021 3:25,0,1,0,72,1
0PL81-L-00072-20211006032948,PL81,C,6/10/2021 3:29,6/10/2021 8:10,0,281,0,72,1
0PL81-L-00069-20211006050934,PL81,C,6/10/2021 5:09,6/10/2021 5:15,0,6,0,69,1
0PL81-L-00069-20211006051534,PL81,C,6/10/2021 5:15,6/10/2021 6:08,0,53,0,69,1
0PL81-E-00001-20211006060721,PL81,C,6/10/2021 6:07,6/10/2021 6:25,0,18,0,76,1
0PL81-L-00016-20211006060827,PL81,C,6/10/2021 6:08,6/10/2021 9:49,0,221,0,16,1
0PL81-L-00071-20211006060909,PL81,C,6/10/2021 6:09,6/10/2021 6:09,0,0,0,71,1
0PL81-L-00069-20211006060909,PL81,C,6/10/2021 6:09,6/10/2021 6:52,0,43,0,69,1
0PL81-L-00339-20211006062142,PL81,C,6/10/2021 6:21,6/10/2021 7:38,0,77,0,339,1
0PL81-E-00001-20211006062813,PL81,C,6/10/2021 6:28,6/10/2021 9:50,0,202,0,64,1
0PL81-L-00154-20211006063228,PL81,C,6/10/2021 6:32,6/10/2021 6:33,0,1,0,154,1
0PL81-E-00001-20211006063517,PL81,C,6/10/2021 6:35,6/10/2021 9:49,0,194,0,5,1
0PL81-E-00001-20211006063916,PL81,C,6/10/2021 6:39,6/10/2021 7:36,0,57,0,83,1
0PL81-L-00080-20211006064711,PL81,C,6/10/2021 6:47,6/10/2021 7:37,0,50,0,80,1
0PL81-E-00001-20211006190251,PL81,C,6/10/2021 19:02,6/10/2021 20:25,0,83,0,110,1
0PL81-E-00001-20211006190313,PL81,C,6/10/2021 19:03,7/10/2021 7:44,0,761,0,59,1
0PL81-L-00083-20211006190338,PL81,C,6/10/2021 19:03,7/10/2021 9:13,0,850,0,83,1
0PL81-E-00001-20211006190351,PL81,C,6/10/2021 19:03,7/10/2021 10:50,0,947,0,11,1
0PL81-E-00001-20211006190500,PL81,C,6/10/2021 19:05,7/10/2021 10:19,0,914,0,82,1
0PL81-E-00001-20211006190611,PL81,C,6/10/2021 19:06,7/10/2021 7:58,0,772,0,149,1
0PL81-L-00048-20211006190621,PL81,C,6/10/2021 19:06,6/10/2021 22:16,0,190,0,48,1
0PL81-L-00258-20211006190628,PL81,C,6/10/2021 19:06,6/10/2021 19:06,0,0,0,258,1
0PL81-L-00258-20211006190708,PL81,C,6/10/2021 19:07,6/10/2021 19:07,0,0,0,258,1
0PL81-E-00001-20211006190723,PL81,C,6/10/2021 19:07,7/10/2021 7:32,0,745,0,361,1
0PL81-L-00258-20211006190821,PL81,C,6/10/2021 19:08,6/10/2021 20:58,0,110,0,258,1
0PL81-E-00001-20211006190846,PL81,C,6/10/2021 19:08,7/10/2021 8:43,0,815,0,81,1
0PL81-E-00001-20211006190944,PL81,C,6/10/2021 19:09,7/10/2021 8:20,0,791,0,146,1
0PL81-E-00001-20211006190950,PL81,C,6/10/2021 19:09,7/10/2021 8:01,0,772,0,156,1
0PL81-E-00001-20211006191138,PL81,C,6/10/2021 19:11,6/10/2021 19:14,0,3,0,44,1
0PL81-E-00001-20211006191205,PL81,C,6/10/2021 19:12,6/10/2021 19:19,0,7,0,256,1
0PL81-L-00256-20211006191942,PL81,C,6/10/2021 19:19,6/10/2021 21:32,0,133,0,256,1
0PL81-E-00001-20211006192047,PL81,C,6/10/2021 19:20,7/10/2021 7:27,0,727,0,57,1
0PL81-E-00001-20211006192348,PL81,C,6/10/2021 19:23,6/10/2021 21:43,0,140,0,111,1
0PL81-E-00001-20211006192444,PL81,C,6/10/2021 19:24,7/10/2021 9:07,0,823,0,38,1
0PL81-E-00001-20211006192508,PL81,C,6/10/2021 19:25,6/10/2021 21:46,0,141,0,133,1
0PL81-E-00001-20211006192616,PL81,C,6/10/2021 19:26,6/10/2021 20:04,0,38,0,108,1
0PL81-E-00001-20211006193106,PL81,C,6/10/2021 19:31,6/10/2021 19:59,0,28,0,126,1
0PL81-E-00001-20211006193249,PL81,C,6/10/2021 19:32,7/10/2021 8:04,0,752,0,54,1
0PL81-E-00001-20211006193814,PL81,C,6/10/2021 19:38,6/10/2021 20:28,0,50,0,286,1
0PL81-E-00001-20211006193853,PL81,C,6/10/2021 19:38,7/10/2021 8:13,0,755,0,279,1
0PL81-E-00001-20211006193942,PL81,C,6/10/2021 19:39,6/10/2021 22:21,0,162,0,56,1
0PL81-E-00001-20211006193957,PL81,C,6/10/2021 19:39,6/10/2021 20:11,0,32,0,49,1
0PL81-E-00001-20211006194014,PL81,C,6/10/2021 19:40,7/10/2021 5:39,0,599,0,116,1
0PL81-E-00001-20211006194103,PL81,C,6/10/2021 19:41,8/10/2021 9:25,0,2264,0,299,1
0PL81-L-00154-20211006194118,PL81,C,6/10/2021 19:41,7/10/2021 11:24,0,943,0,154,1
0PL81-E-00001-20211006194358,PL81,C,6/10/2021 19:43,6/10/2021 21:08,0,85,0,288,1
0PL81-L-00008-20211006194549,PL81,C,6/10/2021 19:45,7/10/2021 6:43,0,658,0,8,1
0PL81-L-00010-20211006194550,PL81,C,6/10/2021 19:45,7/10/2021 8:38,0,773,0,10,1
0PL81-E-00001-20211006194616,PL81,C,6/10/2021 19:46,6/10/2021 22:03,0,137,0,346,1
0PL81-E-00001-20211006194621,PL81,C,6/10/2021 19:46,6/10/2021 19:48,0,2,0,15,1
0PL81-E-00001-20211006194726,PL81,C,6/10/2021 19:47,7/10/2021 8:03,0,736,0,341,1
0PL81-E-00001-20211006194732,PL81,C,6/10/2021 19:47,8/10/2021 9:52,0,2285,0,1,1
0PL81-L-00015-20211006194844,PL81,C,6/10/2021 19:48,7/10/2021 15:41,0,1193,0,15,1
0PL81-E-00001-20211006194959,PL81,C,6/10/2021 19:49,7/10/2021 7:03,0,674,0,117,1
0PL81-L-00034-20211006195020,PL81,C,6/10/2021 19:50,7/10/2021 9:57,0,847,0,34,1
0PL81-L-00040-20211006195102,PL81,C,6/10/2021 19:51,7/10/2021 8:24,0,753,0,40,1
0PL81-E-00001-20211006195509,PL81,C,6/10/2021 19:55,7/10/2021 7:45,0,710,0,151,1
0PL81-E-00001-20211006195745,PL81,C,6/10/2021 19:57,6/10/2021 21:23,0,86,0,291,1
0PL81-E-00001-20211006195842,PL81,C,6/10/2021 19:58,7/10/2021 8:08,0,730,0,109,1
0PL81-E-00001-20211006200359,PL81,C,6/10/2021 20:03,7/10/2021 8:14,0,731,0,129,1
0PL81-L-00108-20211006200416,PL81,C,6/10/2021 20:04,7/10/2021 9:17,0,793,0,108,1
0PL81-E-00001-20211006200713,PL81,C,6/10/2021 20:07,7/10/2021 7:07,0,660,0,420,1
0PL81-E-00001-20211006200852,PL81,C,6/10/2021 20:08,6/10/2021 23:06,0,178,0,150,1
0PL81-E-00001-20211006200856,PL81,C,6/10/2021 20:08,7/10/2021 12:11,0,963,0,188,1
0PL81-E-00001-20211006201034,PL81,C,6/10/2021 20:10,7/10/2021 20:42,0,1472,0,300,1
0PL81-E-00001-20211006201405,PL81,C,6/10/2021 20:14,7/10/2021 8:33,0,739,0,124,1
0PL81-L-00077-20211006201429,PL81,C,6/10/2021 20:14,6/10/2021 20:30,0,16,0,77,1
0PL81-E-00001-20211006201504,PL81,C,6/10/2021 20:15,7/10/2021 15:33,0,1158,0,278,1
0PL81-L-00128-20211006201536,PL81,C,6/10/2021 20:15,7/10/2021 11:42,0,927,0,128,1
0PL81-L-00125-20211006201605,PL81,C,6/10/2021 20:16,6/10/2021 20:16,0,0,0,125,1
0PL81-E-00001-20211006201644,PL81,C,6/10/2021 20:16,8/10/2021 19:17,0,2821,0,281,1
0PL81-E-00001-20211006201650,PL81,C,6/10/2021 20:16,7/10/2021 7:16,0,660,0,33,1
0PL81-E-00001-20211006201819,PL81,C,6/10/2021 20:18,7/10/2021 8:30,0,732,0,19,1
0PL81-E-00001-20211006201917,PL81,C,6/10/2021 20:19,6/10/2021 21:01,0,42,0,113,1
0PL81-E-00001-20211006201948,PL81,C,6/10/2021 20:19,7/10/2021 7:12,0,653,0,316,1
0PL81-E-00001-20211006202112,PL81,C,6/10/2021 20:21,7/10/2021 1:33,0,312,0,89,1
0PL81-E-00001-20211006202944,PL81,C,6/10/2021 20:29,7/10/2021 8:06,0,697,0,114,1
0PL81-L-00343-20211006203033,PL81,C,6/10/2021 20:30,7/10/2021 21:17,0,1487,0,343,1
0PL81-L-00077-20211006203040,PL81,C,6/10/2021 20:30,7/10/2021 10:19,0,829,0,77,1
0PL81-E-00001-20211006203354,PL81,C,6/10/2021 20:33,7/10/2021 9:40,0,787,0,71,1
0PL81-E-00001-20211006203400,PL81,C,6/10/2021 20:34,8/10/2021 14:30,0,2516,0,144,1
0PL81-E-00001-20211006204004,PL81,C,6/10/2021 20:40,7/10/2021 8:46,0,726,0,429,1
0PL81-E-00001-20211006204352,PL81,C,6/10/2021 20:43,7/10/2021 9:21,0,758,0,95,1
0PL81-E-00001-20211006204742,PL81,C,6/10/2021 20:47,7/10/2021 7:44,0,657,0,110,1
0PL81-E-00001-20211006205028,PL81,C,6/10/2021 20:50,7/10/2021 12:24,0,934,0,120,1
0PL81-E-00001-20211006205236,PL81,C,6/10/2021 20:52,7/10/2021 8:19,0,687,0,163,1
0PL81-E-00001-20211006210003,PL81,C,6/10/2021 21:00,7/10/2021 7:14,0,614,0,42,1
0PL81-E-00001-20211006210008,PL81,C,6/10/2021 21:00,7/10/2021 6:48,0,588,0,62,1
0PL81-E-00001-20211006210257,PL81,C,6/10/2021 21:02,7/10/2021 8:13,0,671,0,113,1
0PL81-E-00001-20211006210301,PL81,C,6/10/2021 21:03,6/10/2021 21:06,0,3,0,172,1
0PL81-E-00001-20211006210452,PL81,C,6/10/2021 21:04,7/10/2021 10:14,0,790,0,60,1
0PL81-E-00001-20211006210740,PL81,C,6/10/2021 21:07,6/10/2021 21:11,0,4,0,258,1
0PL81-E-00001-20211006210747,PL81,C,6/10/2021 21:07,7/10/2021 6:37,0,570,0,155,1
0PL81-E-00001-20211006211203,PL81,C,6/10/2021 21:12,7/10/2021 8:11,0,659,0,286,1
0PL81-E-00001-20211006211657,PL81,C,6/10/2021 21:16,7/10/2021 15:40,0,1104,0,145,1
0PL81-E-00001-20211006211910,PL81,C,6/10/2021 21:19,7/10/2021 7:34,0,615,0,170,1
0PL81-E-00001-20211006212000,PL81,C,6/10/2021 21:20,7/10/2021 8:10,0,650,0,75,1
0PL81-E-00001-20211006212031,PL81,C,6/10/2021 21:20,7/10/2021 8:58,0,698,0,251,1
0PL81-E-00001-20211006212327,PL81,C,6/10/2021 21:23,6/10/2021 21:29,0,6,0,173,1
0PL81-E-00001-20211006212332,PL81,C,6/10/2021 21:23,7/10/2021 8:42,0,679,0,283,1
0PL81-E-00001-20211006212339,PL81,C,6/10/2021 21:23,7/10/2021 8:49,0,686,0,258,1
0PL81-L-00290-20211006212347,PL81,C,6/10/2021 21:23,6/10/2021 21:24,0,1,0,290,1
0PL81-L-00291-20211006212347,PL81,C,6/10/2021 21:23,7/10/2021 7:17,0,594,0,291,1
0PL81-L-00290-20211006212414,PL81,C,6/10/2021 21:24,6/10/2021 21:24,0,0,0,290,1
0PL81-E-00001-20211006212526,PL81,C,6/10/2021 21:25,7/10/2021 7:08,0,583,0,223,1
0PL81-L-00290-20211006212529,PL81,C,6/10/2021 21:25,6/10/2021 21:34,0,9,0,290,1
0PL81-E-00001-20211006212531,PL81,C,6/10/2021 21:25,8/10/2021 9:38,0,2173,0,187,1
0PL81-L-00090-20211006212627,PL81,C,6/10/2021 21:26,7/10/2021 7:15,0,589,0,90,1
0PL81-L-00173-20211006213225,PL81,C,6/10/2021 21:32,6/10/2021 21:34,0,2,0,173,1
0PL81-E-00001-20211006213309,PL81,C,6/10/2021 21:33,7/10/2021 7:54,0,621,0,137,1
0PL81-L-00290-20211006213447,PL81,C,6/10/2021 21:34,6/10/2021 21:43,0,9,0,290,1
0PL81-L-00173-20211006213522,PL81,C,6/10/2021 21:35,6/10/2021 21:36,0,1,0,173,1
0PL81-L-00069-20211006213613,PL81,C,6/10/2021 21:36,7/10/2021 5:58,0,502,0,69,1
0PL81-E-00001-20211006214133,PL81,C,6/10/2021 21:41,6/10/2021 22:46,0,65,0,53,1
0PL81-E-00001-20211006214250,PL81,C,6/10/2021 21:42,7/10/2021 8:24,0,642,0,88,1
0PL81-E-00001-20211006214321,PL81,C,6/10/2021 21:43,7/10/2021 7:18,0,575,0,211,1
0PL81-E-00001-20211006214508,PL81,C,6/10/2021 21:45,7/10/2021 9:37,0,712,0,99,1
0PL81-E-00001-20211006214600,PL81,C,6/10/2021 21:46,7/10/2021 12:51,0,905,0,126,1
0PL81-E-00001-20211006214603,PL81,C,6/10/2021 21:46,7/10/2021 9:12,0,686,0,111,1
0PL81-L-00133-20211006214701,PL81,C,6/10/2021 21:47,7/10/2021 11:18,0,811,0,133,1
0PL81-L-00173-20211006214710,PL81,C,6/10/2021 21:47,7/10/2021 2:48,0,301,0,173,1
0PL81-E-00001-20211006214834,PL81,C,6/10/2021 21:48,7/10/2021 8:07,0,619,0,140,1
0PL81-E-00001-20211006215014,PL81,C,6/10/2021 21:50,7/10/2021 8:02,0,612,0,261,1
0PL81-E-00001-20211006215418,PL81,C,6/10/2021 21:54,6/10/2021 23:06,0,72,0,171,1
0PL81-E-00001-20211006215733,PL81,C,6/10/2021 21:57,6/10/2021 23:31,0,94,0,46,1
