SESSIONID,CARPARKNUMBER,VEHICLETYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,EFFECTIVE_CHARGE,LOT_NUMBER,LABEL_TYPE
0PL81-E-00001-20210806202740,PL81,C,6/8/2021 20:27,7/8/2021 1:29,6.04,302,6.04,54,0
0PL81-L-00076-20210806202704,PL81,C,6/8/2021 20:27,7/8/2021 4:18,7.46,471,7.46,76,0
0PL81-L-00075-20210806202704,PL81,C,6/8/2021 20:27,6/8/2021 21:03,0.72,36,0.72,75,0
0PL81-L-00047-20210806203524,PL81,C,6/8/2021 20:35,6/8/2021 20:35,2.08,0,2.08,47,0
0PL81-E-00001-20210806203618,PL81,C,6/8/2021 20:36,6/8/2021 22:07,1.82,91,1.82,12,0
0PL81-L-00105-20210806203618,PL81,C,6/8/2021 20:36,6/8/2021 21:15,0.78,39,0.78,105,0
0PL81-E-00001-20210806203832,PL81,C,6/8/2021 20:38,6/8/2021 21:28,1,50,1,274,0
0PL81-E-00001-20210806203836,PL81,C,6/8/2021 20:38,7/8/2021 1:08,5.4,270,5.4,61,0
0PL81-E-00001-20210806204042,PL81,C,6/8/2021 20:40,6/8/2021 22:29,2.18,109,2.18,34,0
0PL81-E-00001-20210806204154,PL81,C,6/8/2021 20:41,6/8/2021 23:12,3.02,151,3.02,174,0
0PL81-E-00001-20210806204112,PL81,C,6/8/2021 20:41,6/8/2021 21:48,1.34,67,1.34,139,0
0PL81-E-00001-20210806204209,PL81,C,6/8/2021 20:42,6/8/2021 22:24,2.04,102,2.04,363,0
0PL81-L-00060-20210806204440,PL81,C,6/8/2021 20:44,7/8/2021 7:43,7.98,659,7.98,60,0
0PL81-L-00081-20210806204600,PL81,C,6/8/2021 20:46,6/8/2021 21:13,0.54,27,0.54,81,0
0PL81-L-00050-20210806204601,PL81,C,6/8/2021 20:46,6/8/2021 21:36,1,50,1,50,0
0PL81-L-00083-20210806204600,PL81,C,6/8/2021 20:46,6/8/2021 20:46,1.36,0,1.36,83,0
0PL81-L-00079-20210806205059,PL81,C,6/8/2021 20:50,7/8/2021 11:54,12.88,904,12.88,79,0
0PL81-E-00001-20210806205618,PL81,C,6/8/2021 20:56,6/8/2021 22:03,1.34,67,1.34,13,0
0PL81-E-00001-20210806210137,PL81,C,6/8/2021 21:01,7/8/2021 1:30,5.38,269,5.38,16,0
0PL81-E-00001-20210806210918,PL81,C,6/8/2021 21:09,6/8/2021 22:03,1.08,54,1.08,107,0
0PL81-E-00001-20210806211232,PL81,C,6/8/2021 21:12,6/8/2021 21:38,0.52,26,0.52,75,0
0PL81-E-00001-20210806211338,PL81,C,6/8/2021 21:13,7/8/2021 6:38,6.54,565,6.54,57,0
0PL81-E-00001-20210806212450,PL81,C,6/8/2021 21:24,7/8/2021 2:12,5.76,288,5.76,151,0
0PL81-E-00001-20210806212907,PL81,C,6/8/2021 21:29,7/8/2021 0:17,3.36,168,3.36,2,0
0PL81-L-00017-20210806213144,PL81,C,6/8/2021 21:31,7/8/2021 1:05,4.28,214,4.28,17,0
0PL81-E-00001-20210806213949,PL81,C,6/8/2021 21:39,6/8/2021 22:44,1.3,65,1.3,149,0
0PL81-E-00001-20210806215104,PL81,C,6/8/2021 21:51,6/8/2021 22:28,0.74,37,0.74,51,0
0PL81-E-00001-20210806215438,PL81,C,6/8/2021 21:54,6/8/2021 22:22,0.56,28,0.56,69,0
0PL81-E-00001-20210806215651,PL81,C,6/8/2021 21:56,6/8/2021 22:26,0.6,30,0.6,137,0
0PL81-E-00001-20210806220111,PL81,C,6/8/2021 22:01,6/8/2021 22:27,0.52,26,0.52,123,0
0PL81-L-00049-20210806220108,PL81,C,6/8/2021 22:01,6/8/2021 23:14,1.46,73,1.46,49,0
0PL81-E-00001-20210806220525,PL81,C,6/8/2021 22:05,6/8/2021 22:43,0.76,38,0.76,113,0
0PL81-L-00047-20210806221916,PL81,C,6/8/2021 22:19,7/8/2021 1:29,3.8,190,3.8,47,0
0PL81-L-00296-20210806222519,PL81,C,6/8/2021 22:25,7/8/2021 0:16,2.22,111,2.22,296,0
0PL81-E-00001-20210806223408,PL81,C,6/8/2021 22:34,7/8/2021 4:15,5,341,5,34,0
0PL81-E-00001-20210806223621,PL81,C,6/8/2021 22:36,7/8/2021 6:57,5,501,5,345,0
0PL81-E-00001-20210806223930,PL81,C,6/8/2021 22:39,6/8/2021 23:45,1.32,66,1.32,169,0
0PL81-E-00001-20210806223941,PL81,C,6/8/2021 22:39,6/8/2021 23:00,0.42,21,0.42,86,0
0PL81-E-00001-20210806224607,PL81,C,6/8/2021 22:46,7/8/2021 0:38,2.24,112,2.24,361,0
0PL81-E-00001-20210806224636,PL81,C,6/8/2021 22:46,6/8/2021 23:49,1.26,63,1.26,51,0
0PL81-E-00001-20210806225015,PL81,C,6/8/2021 22:50,7/8/2021 0:32,2.04,102,2.04,13,0
0PL81-E-00001-20210806225806,PL81,C,6/8/2021 22:58,7/8/2021 7:22,5.44,504,5.44,337,0
0PL81-E-00001-20210806230127,PL81,C,6/8/2021 23:01,7/8/2021 0:36,1.9,95,1.9,180,0
0PL81-E-00001-20210806230147,PL81,C,6/8/2021 23:01,6/8/2021 23:48,0.94,47,0.94,106,0
0PL81-E-00001-20210806231500,PL81,C,6/8/2021 23:15,7/8/2021 0:03,0.96,48,0.96,149,0
0PL81-E-00001-20210806232010,PL81,C,6/8/2021 23:20,7/8/2021 0:15,1.1,55,1.1,146,0
0PL81-E-00001-20210806233747,PL81,C,6/8/2021 23:37,7/8/2021 1:06,1.78,89,1.78,158,0
0PL81-E-00001-20210806233851,PL81,C,6/8/2021 23:38,7/8/2021 1:51,2.66,133,2.66,181,0
0PL81-L-00051-20210806234921,PL81,C,6/8/2021 23:49,7/8/2021 0:20,0.62,31,0.62,51,0
0PL81-E-00001-20210807000158,PL81,C,7/8/2021 0:01,7/8/2021 0:28,0.54,27,0.54,149,0
0PL81-L-00146-20210807001515,PL81,C,7/8/2021 0:15,7/8/2021 1:04,0.98,49,0.98,146,0
0PL81-L-00115-20210807001623,PL81,C,7/8/2021 0:16,7/8/2021 2:07,2.22,111,2.22,115,0
0PL81-E-00001-20210807001709,PL81,C,7/8/2021 0:17,7/8/2021 3:00,3.26,163,3.26,90,0
0PL81-E-00001-20210807004019,PL81,C,7/8/2021 0:40,7/8/2021 1:48,1.36,68,1.36,51,0
0PL81-E-00001-20210807010316,PL81,C,7/8/2021 1:03,7/8/2021 3:05,2.44,122,2.44,395,0
0PL81-E-00001-20210807010900,PL81,C,7/8/2021 1:09,7/8/2021 2:59,2.2,110,2.2,139,0
0PL81-L-00047-20210807012933,PL81,C,7/8/2021 1:29,7/8/2021 1:29,2.54,0,2.54,47,0
0PL81-E-00001-20210807015931,PL81,C,7/8/2021 1:59,7/8/2021 2:58,1.18,59,1.18,68,0
0PL81-L-00047-20210807033612,PL81,C,7/8/2021 3:36,7/8/2021 7:33,4.74,237,4.74,47,0
0PL81-E-00001-20210807063118,PL81,C,7/8/2021 6:31,7/8/2021 6:53,0.44,22,0.44,91,0
0PL81-E-00001-20210807064111,PL81,C,7/8/2021 6:41,7/8/2021 7:20,0.78,39,0.78,151,0
0PL81-L-00259-20210807190005,PL81,C,7/8/2021 19:00,9/8/2021 16:05,32.1,2705,32.1,259,0
0PL81-L-00048-20210807190143,PL81,C,7/8/2021 19:01,7/8/2021 19:01,0.62,0,0.62,48,0
0PL81-E-00001-20210807191010,PL81,C,7/8/2021 19:10,7/8/2021 22:29,3.98,199,3.98,68,0
0PL81-E-00001-20210807191131,PL81,C,7/8/2021 19:11,7/8/2021 21:12,2.42,121,2.42,26,0
0PL81-E-00001-20210807191643,PL81,C,7/8/2021 19:16,7/8/2021 19:47,0.62,31,0.62,182,0
0PL81-L-00160-20210807193129,PL81,C,7/8/2021 19:31,7/8/2021 20:06,0.7,35,0.7,160,0
0PL81-E-00001-20210807193131,PL81,C,7/8/2021 19:31,7/8/2021 20:05,0.68,34,0.68,152,0
0PL81-L-00048-20210807193219,PL81,C,7/8/2021 19:32,7/8/2021 21:25,2.26,113,2.26,48,0
0PL81-L-00236-20210807193216,PL81,C,7/8/2021 19:32,7/8/2021 20:13,0.82,41,0.82,236,0
0PL81-E-00001-20210807193952,PL81,C,7/8/2021 19:39,7/8/2021 20:17,0.76,38,0.76,142,0
0PL81-E-00001-20210807194635,PL81,C,7/8/2021 19:46,7/8/2021 21:55,2.58,129,2.58,69,0
0PL81-E-00001-20210807194754,PL81,C,7/8/2021 19:47,7/8/2021 20:43,1.12,56,1.12,123,0
0PL81-L-00052-20210807194846,PL81,C,7/8/2021 19:48,7/8/2021 19:48,2.24,0,2.24,52,0
0PL81-L-00134-20210807194929,PL81,C,7/8/2021 19:49,7/8/2021 20:24,0.7,35,0.7,134,0
0PL81-L-00338-20210807195656,PL81,C,7/8/2021 19:56,7/8/2021 23:30,4.28,214,4.28,338,0
0PL81-E-00001-20210807201207,PL81,C,7/8/2021 20:12,7/8/2021 22:49,3.14,157,3.14,73,0
0PL81-L-00185-20210807201502,PL81,C,7/8/2021 20:15,7/8/2021 21:29,1.48,74,1.48,185,0
0PL81-E-00001-20210807202323,PL81,C,7/8/2021 20:23,7/8/2021 20:48,0.5,25,0.5,27,0
0PL81-E-00001-20210807202546,PL81,C,7/8/2021 20:25,7/8/2021 21:01,0.72,36,0.72,36,0
0PL81-E-00001-20210807202552,PL81,C,7/8/2021 20:25,7/8/2021 21:27,1.24,62,1.24,12,0
0PL81-L-00046-20210807203122,PL81,C,7/8/2021 20:31,7/8/2021 22:17,2.12,106,2.12,46,0
0PL81-E-00001-20210807203327,PL81,C,7/8/2021 20:33,8/8/2021 2:56,7.34,383,7.34,151,0
0PL81-E-00001-20210807205202,PL81,C,7/8/2021 20:52,7/8/2021 20:52,8.06,0,8.06,45,0
0PL81-L-00047-20210807210055,PL81,C,7/8/2021 21:00,7/8/2021 21:54,1.08,54,1.08,47,0
0PL81-E-00001-20210807210630,PL81,C,7/8/2021 21:06,7/8/2021 21:49,0.86,43,0.86,298,0
0PL81-E-00001-20210807211629,PL81,C,7/8/2021 21:16,8/8/2021 15:35,16.78,1099,16.78,322,0
0PL81-E-00001-20210807211616,PL81,C,7/8/2021 21:16,7/8/2021 22:26,1.4,70,1.4,50,0
0PL81-E-00001-20210807212543,PL81,C,7/8/2021 21:25,7/8/2021 21:49,0.48,24,0.48,140,0
0PL81-E-00001-20210807213756,PL81,C,7/8/2021 21:37,8/8/2021 9:38,9.22,721,9.22,12,0
0PL81-E-00001-20210807213816,PL81,C,7/8/2021 21:38,7/8/2021 22:07,0.58,29,0.58,36,0
0PL81-L-00052-20210807214440,PL81,C,7/8/2021 21:44,7/8/2021 23:30,2.12,106,2.12,52,0
0PL81-E-00001-20210807214455,PL81,C,7/8/2021 21:44,8/8/2021 14:22,14.76,998,14.76,54,0
0PL81-E-00001-20210807214559,PL81,C,7/8/2021 21:45,7/8/2021 22:14,0.58,29,0.58,58,0
0PL81-L-00096-20210807215353,PL81,C,7/8/2021 21:53,7/8/2021 23:08,1.5,75,1.5,96,0
0PL81-L-00047-20210807215422,PL81,C,7/8/2021 21:54,8/8/2021 8:24,7.4,630,7.4,47,0
0PL81-L-00069-20210807215511,PL81,C,7/8/2021 21:55,7/8/2021 22:49,1.08,54,1.08,69,0
0PL81-E-00001-20210807220612,PL81,C,7/8/2021 22:06,8/8/2021 20:33,17.48,1347,17.48,1,0
0PL81-L-00126-20210807221424,PL81,C,7/8/2021 22:14,7/8/2021 23:03,0.98,49,0.98,126,0
0PL81-L-00319-20210807221456,PL81,C,7/8/2021 22:14,7/8/2021 23:30,1.52,76,1.52,319,0
0PL81-E-00001-20210807221906,PL81,C,7/8/2021 22:19,8/8/2021 1:17,3.56,178,3.56,288,0
0PL81-E-00001-20210807222538,PL81,C,7/8/2021 22:25,8/8/2021 14:20,13.9,955,13.9,15,0
0PL81-E-00001-20210807222557,PL81,C,7/8/2021 22:25,7/8/2021 23:42,1.54,77,1.54,46,0
0PL81-L-00050-20210807222700,PL81,C,7/8/2021 22:27,7/8/2021 22:48,0.42,21,0.42,50,0
0PL81-E-00001-20210807223551,PL81,C,7/8/2021 22:35,7/8/2021 23:56,1.62,81,1.62,36,0
0PL81-E-00001-20210807223955,PL81,C,7/8/2021 22:39,7/8/2021 23:55,1.52,76,1.52,22,0
0PL81-E-00001-20210807224743,PL81,C,7/8/2021 22:47,8/8/2021 2:15,4.16,208,4.16,133,0
0PL81-L-00050-20210807224836,PL81,C,7/8/2021 22:48,8/8/2021 10:12,8.84,684,8.84,50,0
0PL81-E-00001-20210807225104,PL81,C,7/8/2021 22:51,7/8/2021 23:17,0.52,26,0.52,330,0
0PL81-E-00001-20210807225421,PL81,C,7/8/2021 22:54,8/8/2021 0:38,2.08,104,2.08,162,0
0PL81-E-00001-20210807230207,PL81,C,7/8/2021 23:02,8/8/2021 2:53,4.62,231,4.62,361,0
0PL81-E-00001-20210807231834,PL81,C,7/8/2021 23:18,8/8/2021 8:43,7.06,565,7.06,73,0
0PL81-L-00338-20210807233027,PL81,C,7/8/2021 23:30,8/8/2021 3:28,4.76,238,4.76,338,0
0PL81-E-00001-20210807234929,PL81,C,7/8/2021 23:49,8/8/2021 0:26,0.74,37,0.74,90,0
0PL81-E-00001-20210807235702,PL81,C,7/8/2021 23:57,8/8/2021 0:23,0.52,26,0.52,126,0
0PL81-E-00001-20210808000151,PL81,C,8/8/2021 0:01,8/8/2021 1:01,1.2,60,1.2,22,0
0PL81-E-00001-20210808002516,PL81,C,8/8/2021 0:25,8/8/2021 3:00,3.1,155,3.1,90,0
0PL81-E-00001-20210808003319,PL81,C,8/8/2021 0:33,8/8/2021 3:00,2.94,147,2.94,135,0
0PL81-E-00001-20210808003710,PL81,C,8/8/2021 0:37,8/8/2021 1:18,0.82,41,0.82,95,0
0PL81-L-00108-20210808003941,PL81,C,8/8/2021 0:39,8/8/2021 1:51,1.44,72,1.44,108,0
0PL81-E-00001-20210808005301,PL81,C,8/8/2021 0:53,8/8/2021 3:45,3.44,172,3.44,165,0
0PL81-E-00001-20210808005349,PL81,C,8/8/2021 0:53,8/8/2021 4:10,3.94,197,3.94,112,0
0PL81-E-00001-20210808014908,PL81,C,8/8/2021 1:49,8/8/2021 2:26,0.74,37,0.74,142,0
0PL81-E-00001-20210808015951,PL81,C,8/8/2021 1:59,8/8/2021 5:14,3.9,195,3.9,95,0
0PL81-E-00001-20210808052946,PL81,C,8/8/2021 5:29,9/8/2021 17:34,25.82,2165,25.82,88,0
0PL81-E-00001-20210808190052,PL81,C,8/8/2021 19:00,8/8/2021 21:01,2.42,121,2.42,338,0
0PL81-L-00033-20210808190159,PL81,C,8/8/2021 19:01,8/8/2021 20:19,1.56,78,1.56,33,0
0PL81-E-00001-20210808191302,PL81,C,8/8/2021 19:13,9/8/2021 16:51,20.76,1298,20.76,291,0
0PL81-E-00001-20210808191424,PL81,C,8/8/2021 19:14,8/8/2021 22:44,4.2,210,4.2,67,0
0PL81-E-00001-20210808191720,PL81,C,8/8/2021 19:17,8/8/2021 21:23,2.52,126,2.52,51,0
0PL81-E-00001-20210808191935,PL81,C,8/8/2021 19:19,9/8/2021 2:02,8.06,403,8.06,93,0
0PL81-E-00001-20210808192543,PL81,C,8/8/2021 19:25,8/8/2021 20:12,0.94,47,0.94,160,0
0PL81-E-00001-20210808193227,PL81,C,8/8/2021 19:32,8/8/2021 23:49,5.14,257,5.14,59,0
0PL81-L-00069-20210808194053,PL81,C,8/8/2021 19:40,8/8/2021 20:16,0.72,36,0.72,69,0
0PL81-E-00001-20210808194556,PL81,C,8/8/2021 19:45,8/8/2021 20:24,0.78,39,0.78,60,0
0PL81-E-00001-20210808195341,PL81,C,8/8/2021 19:53,8/8/2021 22:42,3.38,169,3.38,92,0
0PL81-E-00001-20210808195838,PL81,C,8/8/2021 19:58,9/8/2021 1:26,6.56,328,6.56,111,0
0PL81-E-00001-20210808200112,PL81,C,8/8/2021 20:01,9/8/2021 0:38,5.54,277,5.54,66,0
0PL81-E-00001-20210808200321,PL81,C,8/8/2021 20:03,8/8/2021 20:34,0.62,31,0.62,54,0
0PL81-L-00076-20210808201236,PL81,C,8/8/2021 20:12,9/8/2021 0:27,5.1,255,5.1,76,0
0PL81-L-00317-20210808202027,PL81,C,8/8/2021 20:20,8/8/2021 20:52,0.64,32,0.64,317,0
0PL81-E-00001-20210808202016,PL81,C,8/8/2021 20:20,8/8/2021 20:51,0.62,31,0.62,142,0
0PL81-E-00001-20210808202439,PL81,C,8/8/2021 20:24,9/8/2021 13:19,15.1,1015,15.1,277,0
0PL81-E-00001-20210808202909,PL81,C,8/8/2021 20:29,8/8/2021 21:05,0.72,36,0.72,161,0
0PL81-E-00001-20210808203335,PL81,C,8/8/2021 20:33,8/8/2021 20:59,0.52,26,0.52,70,0
0PL81-E-00001-20210808204447,PL81,C,8/8/2021 20:44,8/8/2021 21:05,0.42,21,0.42,324,0
0PL81-E-00001-20210808204538,PL81,C,8/8/2021 20:45,8/8/2021 23:16,3.02,151,3.02,119,0
0PL81-E-00001-20210808205219,PL81,C,8/8/2021 20:52,9/8/2021 15:09,16.74,1097,16.74,322,0
0PL81-L-00101-20210808205644,PL81,C,8/8/2021 20:56,8/8/2021 21:30,0.68,34,0.68,101,0
0PL81-L-00338-20210808210135,PL81,C,8/8/2021 21:01,9/8/2021 9:23,9.64,742,9.64,338,0
0PL81-E-00001-20210808210145,PL81,C,8/8/2021 21:01,9/8/2021 9:27,9.72,746,9.72,94,0
0PL81-E-00001-20210808211950,PL81,C,8/8/2021 21:19,8/8/2021 22:01,0.84,42,0.84,114,0
0PL81-L-00051-20210808212325,PL81,C,8/8/2021 21:23,9/8/2021 6:15,6.34,532,6.34,51,0
0PL81-L-00070-20210808213234,PL81,C,8/8/2021 21:32,8/8/2021 21:56,0.48,24,0.48,70,0
0PL81-E-00001-20210808213404,PL81,C,8/8/2021 21:34,9/8/2021 0:26,3.44,172,3.44,63,0
0PL81-L-00097-20210808213724,PL81,C,8/8/2021 21:37,8/8/2021 23:44,2.54,127,2.54,97,0
0PL81-E-00001-20210808213729,PL81,C,8/8/2021 21:37,8/8/2021 22:38,1.22,61,1.22,85,0
0PL81-L-00048-20210808213820,PL81,C,8/8/2021 21:38,8/8/2021 22:40,1.24,62,1.24,48,0
0PL81-E-00001-20210808213838,PL81,C,8/8/2021 21:38,9/8/2021 8:57,8.38,679,8.38,57,0
0PL81-E-00001-20210808214008,PL81,C,8/8/2021 21:40,8/8/2021 22:01,0.42,21,0.42,109,0
0PL81-E-00001-20210808221329,PL81,C,8/8/2021 22:13,8/8/2021 22:44,0.62,31,0.62,56,0
0PL81-E-00001-20210808222947,PL81,C,8/8/2021 22:29,9/8/2021 0:52,2.86,143,2.86,142,0
0PL81-E-00001-20210808223218,PL81,C,8/8/2021 22:32,8/8/2021 23:15,0.86,43,0.86,154,0
0PL81-E-00001-20210808223315,PL81,C,8/8/2021 22:33,9/8/2021 3:01,5,268,5,161,0
0PL81-E-00001-20210808223644,PL81,C,8/8/2021 22:36,8/8/2021 23:18,0.84,42,0.84,185,0
0PL81-L-00085-20210808223831,PL81,C,8/8/2021 22:38,9/8/2021 5:48,5,430,5,85,0
0PL81-E-00001-20210808224642,PL81,C,8/8/2021 22:46,9/8/2021 12:11,11.22,805,11.22,67,0
0PL81-E-00001-20210808224744,PL81,C,8/8/2021 22:47,9/8/2021 5:47,5,420,5,337,0
0PL81-E-00001-20210808230630,PL81,C,8/8/2021 23:06,9/8/2021 3:04,4.76,238,4.76,182,0
0PL81-E-00001-20210808230838,PL81,C,8/8/2021 23:08,9/8/2021 9:47,8.34,639,8.34,298,0
0PL81-L-00175-20210808230932,PL81,C,8/8/2021 23:09,9/8/2021 15:57,12,1008,12,175,0
0PL81-E-00001-20210808232507,PL81,C,8/8/2021 23:25,8/10/2021 6:17,17,1852,17,154,0
0PL81-E-00001-20210808232605,PL81,C,8/8/2021 23:26,9/8/2021 7:41,5.82,495,5.82,12,0
0PL81-L-00056-20210808234531,PL81,C,8/8/2021 23:45,9/8/2021 0:52,1.34,67,1.34,56,0
0PL81-E-00001-20210808235434,PL81,C,8/8/2021 23:54,9/8/2021 0:52,1.16,58,1.16,98,0
0PL81-L-00040-20210808235431,PL81,C,8/8/2021 23:54,9/8/2021 1:30,1.92,96,1.92,40,0
0PL81-E-00001-20210809004055,PL81,C,9/8/2021 0:40,9/8/2021 2:29,2.18,109,2.18,333,0
0PL81-E-00001-20210809004642,PL81,C,9/8/2021 0:46,9/8/2021 2:14,1.76,88,1.76,66,0
0PL81-E-00001-20210809010359,PL81,C,9/8/2021 1:03,9/8/2021 2:05,1.24,62,1.24,103,0
0PL81-E-00001-20210809011058,PL81,C,9/8/2021 1:10,9/8/2021 1:56,0.92,46,0.92,142,0
0PL81-L-00002-20210809012315,PL81,C,9/8/2021 1:23,9/8/2021 3:19,2.32,116,2.32,2,0
0PL81-E-00001-20210809023308,PL81,C,9/8/2021 2:33,9/8/2021 2:33,7.96,0,7.96,15,0
0PL81-E-00001-20210809033829,PL81,C,9/8/2021 3:38,9/8/2021 4:15,0.74,37,0.74,142,0
0PL81-E-00001-20210809191630,PL81,C,9/8/2021 19:16,9/8/2021 22:31,3.9,195,3.9,180,0
0PL81-E-00001-20210809191617,PL81,C,9/8/2021 19:16,9/8/2021 19:42,0.52,26,0.52,147,0
0PL81-E-00001-20210809191835,PL81,C,8/9/2021 19:18,8/10/2021 1:04,6.92,346,6.92,14,0
0PL81-L-00076-20210809192629,PL81,C,8/9/2021 19:26,8/10/2021 8:09,10.06,763,10.06,76,0
0PL81-L-00021-20210809193008,PL81,C,9/8/2021 19:30,9/8/2021 20:23,1.06,53,1.06,21,0
0PL81-E-00001-20210809194049,PL81,C,9/8/2021 19:40,9/8/2021 20:03,0.46,23,0.46,453,0
0PL81-L-00060-20210809194356,PL81,C,9/8/2021 19:43,9/8/2021 20:20,0.74,37,0.74,60,0
0PL81-E-00001-20210809194624,PL81,C,9/8/2021 19:46,9/8/2021 21:13,1.74,87,1.74,13,0
0PL81-E-00001-20210809194839,PL81,C,9/8/2021 19:48,9/8/2021 21:05,1.54,77,1.54,92,0
0PL81-E-00001-20210809195709,PL81,C,8/9/2021 19:57,8/10/2021 6:56,8.06,659,8.06,291,0
0PL81-E-00001-20210809200657,PL81,C,9/8/2021 20:06,9/8/2021 22:10,2.48,124,2.48,62,0
0PL81-L-00058-20210809202305,PL81,C,8/9/2021 20:23,8/10/2021 10:17,11.48,834,11.48,58,0
0PL81-E-00001-20210809202540,PL81,C,8/9/2021 20:25,8/10/2021 7:26,8.02,661,8.02,15,0
0PL81-E-00001-20210809203434,PL81,C,9/8/2021 20:34,9/8/2021 22:23,2.18,109,2.18,60,0
0PL81-E-00001-20210809204342,PL81,C,9/8/2021 20:43,9/8/2021 22:10,1.74,87,1.74,56,0
0PL81-E-00001-20210809204519,PL81,C,9/8/2021 20:45,9/8/2021 22:46,2.42,121,2.42,31,0
0PL81-E-00001-20210809204511,PL81,C,9/8/2021 20:45,9/8/2021 21:36,1.02,51,1.02,88,0
0PL81-E-00001-20210809205138,PL81,C,9/8/2021 20:51,9/8/2021 21:23,0.64,32,0.64,72,0
0PL81-E-00001-20210809210654,PL81,C,9/8/2021 21:06,9/8/2021 21:58,1.04,52,1.04,52,0
0PL81-E-00001-20210809210700,PL81,C,8/9/2021 21:07,8/10/2021 0:13,3.72,186,3.72,92,0
0PL81-E-00001-20210809212116,PL81,C,8/9/2021 21:21,8/10/2021 3:27,6.38,366,6.38,43,0
0PL81-E-00001-20210809212155,PL81,C,9/8/2021 21:21,9/8/2021 21:49,0.56,28,0.56,188,0
0PL81-E-00001-20210809212127,PL81,C,8/9/2021 21:21,8/10/2021 0:13,3.44,172,3.44,153,0
0PL81-E-00001-20210809215208,PL81,C,8/9/2021 21:52,8/10/2021 9:36,8.88,704,8.88,3,0
0PL81-E-00001-20210809215842,PL81,C,8/9/2021 21:58,8/10/2021 0:08,2.6,130,2.6,88,0
0PL81-E-00001-20210809220632,PL81,C,9/8/2021 22:06,9/8/2021 22:35,0.58,29,0.58,131,0
0PL81-E-00001-20210809221612,PL81,C,9/8/2021 22:16,9/8/2021 23:17,1.22,61,1.22,49,0
0PL81-E-00001-20210809222424,PL81,C,8/9/2021 22:24,8/10/2021 0:36,2.64,132,2.64,361,0
0PL81-E-00001-20210809222604,PL81,C,9/8/2021 22:26,9/8/2021 22:58,0.64,32,0.64,176,0
0PL81-E-00001-20210809223504,PL81,C,9/8/2021 22:35,9/8/2021 23:22,0.94,47,0.94,55,0
0PL81-E-00001-20210809223610,PL81,C,8/9/2021 22:36,8/10/2021 1:22,3.32,166,3.32,256,0
0PL81-E-00001-20210809225016,PL81,C,8/9/2021 22:50,8/10/2021 8:43,7.06,593,7.06,31,0
0PL81-L-00187-20210809230655,PL81,C,9/8/2021 23:06,9/8/2021 23:28,0.44,22,0.44,187,0
0PL81-L-00049-20210809231710,PL81,C,9/8/2021 23:17,9/8/2021 23:50,0.66,33,0.66,49,0
0PL81-E-00001-20210809231743,PL81,C,8/9/2021 23:17,8/10/2021 0:00,0.86,43,0.86,85,0
0PL81-L-00259-20210809232657,PL81,C,8/9/2021 23:26,8/10/2021 8:25,6.7,539,6.7,259,0
0PL81-E-00001-20210809233408,PL81,C,8/9/2021 23:34,8/10/2021 0:32,1.16,58,1.16,55,0
0PL81-L-00145-20210809233703,PL81,C,8/9/2021 23:37,8/10/2021 0:14,0.74,37,0.74,145,0
0PL81-E-00001-20210810002728,PL81,C,8/10/2021 0:27,8/10/2021 1:05,0.76,38,0.76,49,0
0PL81-E-00001-20210810003355,PL81,C,8/10/2021 0:33,8/10/2021 1:34,1.22,61,1.22,453,0
0PL81-E-00001-20210810013657,PL81,C,8/10/2021 1:36,8/10/2021 1:58,0.44,22,0.44,102,0
0PL81-E-00001-20210810033149,PL81,C,8/10/2021 3:31,8/10/2021 5:18,2.14,107,2.14,389,0
0PL81-L-00081-20210810055403,PL81,C,8/10/2021 5:54,8/10/2021 5:54,2.68,0,2.68,81,0
0PL81-E-00001-20210810062643,PL81,C,8/10/2021 6:26,8/10/2021 18:56,12.68,750,12.68,38,0
0PL81-E-00001-20210810065419,PL81,C,8/10/2021 6:54,8/10/2021 8:27,1.86,93,1.86,43,0
0PL81-L-00051-20210810190824,PL81,C,8/10/2021 19:08,8/10/2021 20:37,1.78,89,1.78,51,0
0PL81-E-00001-20210810190945,PL81,C,8/10/2021 19:09,8/10/2021 21:54,3.3,165,3.3,87,0
0PL81-L-00339-20210810191246,PL81,C,8/10/2021 19:12,8/10/2021 20:02,1,50,1,339,0
0PL81-L-00050-20210810191908,PL81,C,8/10/2021 19:19,8/10/2021 20:36,1.54,77,1.54,50,0
0PL81-L-00125-20210810192642,PL81,C,10/8/2021 19:26,11/8/2021 0:28,6.04,302,6.04,125,0
0PL81-E-00001-20210810192733,PL81,C,8/10/2021 19:27,8/10/2021 20:00,0.66,33,0.66,13,0
0PL81-E-00001-20210810194258,PL81,C,8/10/2021 19:42,8/10/2021 20:29,0.94,47,0.94,92,0
0PL81-E-00001-20210810194416,PL81,C,8/10/2021 19:44,8/10/2021 20:41,1.14,57,1.14,82,0
0PL81-E-00001-20210810194400,PL81,C,8/10/2021 19:44,8/10/2021 20:05,0.42,21,0.42,156,0
0PL81-E-00001-20210810194717,PL81,C,8/10/2021 19:47,8/10/2021 20:23,0.72,36,0.72,9,0
0PL81-L-00052-20210810200032,PL81,C,10/8/2021 20:00,11/8/2021 0:21,5.22,261,5.22,52,0
0PL81-E-00001-20210810200350,PL81,C,8/10/2021 20:03,8/10/2021 20:29,0.52,26,0.52,187,0
